18268814347,0464
15091034275,0459
17619038187,0751
18269986142,0751
17223159711,2146
15158439663,2146
13463257630,9133
15516692230,9133
15350633293,1113
17197573112,1113
17812578970,5295
15688464286,7456
18434186796,9406
14749278139,9406
13511470175,9333
18184159814,9333
14956686375,1380
14521845758,1380
14524850049,8891
15698373632,8891
13027250931,5140
17068603476,2216
17669287503,9822
17351602970,9822
17830774429,4802
13289080459,4802
18013111344,8497
14586505426,8497
14742929828,6989
14531559825,6989
15267718172,1093
14552596195,1093
13162902972,4943
18625184165,4943
17354165346,2342
13959548527,2342
15611294475,1090
15545760022,1090
17395904554,4056
15099322853,4056
14542195913,4698
15945656603,4698
17624614052,4413
14560021598,4413
13796886622,3635
14731832514,3635
14946101821,3036
17599418549,3036
18571897754,3514
13118735947,3514
18713164096,8681
17691931254,8681
14769229240,6540
13781161829,6540
13176256657,3105
18519280511,3105
17895508566,3507
15783027346,3507
17334545794,6514
14522294881,6514
17769800710,7826
18189889706,7826
18114348404,4286
17153832324,4286
14929600061,8653
14531950518,6311
18695800725,3327
15514466944,3327
18971154952,7227
17622291011,7227
18968409647,3272
15980832011,3272
15134282690,2542
15861807147,1487
13146666525,0914
17063269272,0914
14957202747,2113
18622232660,2113
14799375964,3890
14969640706,3208
14566900343,3323
18093767377,2140
14733024094,5359
13613806208,6598
13172004512,5888
17191792397,3026
13349796010,5706
14968210358,5549
14569717161,3881
17598033191,3881
15127416471,7816
17655232445,7816
14914267038,3265
17382306976,8755
17681363482,3432
17029064688,3432
18445436555,2010
17527852635,1634
18119206428,9149
15035137198,9149
17558994496,9438
18663338936,9438
18820869677,4875
14980706661,4875
14580549159,1367
17542667469,5973
13971348201,3434
13969435488,3434
13186623365,1942
17042519650,1942
13449695903,4319
18233281793,4319
17349126311,0181
13384511171,0181
13933996162,6881
18774185683,6881
14785829036,7363
18078319772,7363
15154038713,7363
14999600982,7363
14710431631,0058
17531155829,0058
13622894168,2148
18329764822,2148
14535559901,2148
13253783373,8646
17666074503,8646
18411923990,8646
15261575909,3912
14560258317,3912
14592381447,3912
17582562063,1892
18995131160,1892
18293129475,6672
18863399675,8308
14576644123,8308
18262808495,8308
14565905888,5748
15726724624,5748
15668577463,5748
